"island","archipelago","ka0","ka1","ka2","ka3","ka4","ka5","ka6","ka7","ka8","ka9","ka10","ka11","ka12","ka13","ka14","ka15","ka16","ka17","ka18","ka19","ka20","ka21","ka22","ka23","ka24","ka25","ka26","ka27","ka28","ka29","ka30","ka31","ka32","ka33","ka34","ka35"
"Sao Jorge","Azores",256.917825000006,256.917825000006,256.917825000006,256.917825000006,256.917825000006,256.917825000006,258.266475000007,259.615125000005,265.009725000006,281.867850000005,298.725975000005,310.189500000005,319.630050000003,333.116550000005,354.694949999997,379.644975000002,409.315274999996,417.407174999997,415.384199999997,420.778799999995,426.847724999998,428.196374999997,428.196374999997,426.847724999998,425.499074999996,424.824749999996,423.476099999995,421.453124999995,421.453124999995,420.778799999995,407.292299999998,343.905750000004,341.208450000003,337.836825000004,331.093575000004,328.396275000004
"Sao Miguel","Azores",749.175075000001,749.175075000001,749.175075000001,751.198050000002,751.198050000002,753.89535,757.941299999999,761.312924999999,776.822399999998,803.7954,850.998149999999,895.503600000001,927.196875000001,960.238800000003,1006.0929,1062.061875,1105.218675,1127.4714,1125.448425,1134.21465,1151.072775,1159.164675,1155.118725,1151.072775,1148.375475,1146.3525,1140.9579,1136.237625,1136.237625,1134.21465,1102.521375,989.909099999998,979.119900000002,966.982050000004,957.541500000004,949.449600000004
"Terceira","Azores",401.897699999996,401.897699999996,401.897699999996,402.572024999996,402.572024999996,403.246349999995,403.246349999995,405.943649999994,414.035549999994,428.196374999996,445.054499999996,465.284249999995,476.073449999997,494.280224999994,529.345124999996,556.318124999997,596.103299999995,612.96142499999,612.287099999989,617.681699999988,629.819549999988,631.168199999987,630.493874999987,629.819549999988,625.773599999988,623.076299999988,621.727649999988,618.356024999988,617.681699999988,617.681699999988,594.754649999995,522.601874999993,511.138349999993,503.046449999995,492.931574999994,487.536974999996
"Cabrera","Balearic",13.9471499999999,13.9471499999999,13.9471499999999,13.9471499999999,13.9471499999999,13.9471499999999,13.9471499999999,14.6112999999999,16.6037499999999,19.2603500000006,30.5509000000006,5080.7475,5548.30910000002,6085.60644999999,8691.06690000001,9439.56395000003,10263.10995,10637.0264,10586.551,10765.8715,11044.15035,11127.1691,11090.64085,11044.15035,11003.6372,10957.1467,10900.69395,10861.5091,10812.362,10765.8715,10219.9402,8515.06715,8173.69404999999,6294.14954999997,6005.90845,5811.3125
"Formentera","Balearic",69.7357500000033,69.7357500000033,69.7357500000033,77.0414000000021,77.0414000000021,80.3621500000027,82.3546000000014,86.3395000000008,759.787600000011,842.806349999999,981.613699999997,1198.79075,1320.99434999999,1530.86575,1856.96339999999,2271.393,2657.9283,2823.9658,2810.01865,2874.4412,2962.77315,2982.69765,2972.07125,2962.77315,2950.1543,2935.543,2923.5883,2904.9921,2891.04495,2874.4412,2645.9736,1781.2503,1671.66555,1593.29584999999,1514.262,1392.72254999999
"Ibiza","Balearic",579.802949999993,579.802949999993,579.802949999993,587.772749999994,587.772749999994,592.421799999997,595.742549999996,604.376499999996,759.787600000011,842.806349999999,981.613699999997,1198.79075,1320.99434999999,1530.86575,1856.96339999999,2271.393,2657.9283,2823.9658,2810.01865,2874.4412,2962.77315,2982.69765,2972.07125,2962.77315,2950.1543,2935.543,2923.5883,2904.9921,2891.04495,2874.4412,2645.9736,1781.2503,1671.66555,1593.29584999999,1514.262,1392.72254999999
"Mallorca","Balearic",3658.80234999999,3658.80234999999,3658.80234999999,3672.74949999999,3672.74949999999,3687.36079999999,3695.33059999999,3712.59849999999,3802.25874999999,4016.7792,4439.84275,5080.7475,5548.30910000002,6085.60644999999,8691.06690000001,9439.56395000003,10263.10995,10637.0264,10586.551,10765.8715,11044.15035,11127.1691,11090.64085,11044.15035,11003.6372,10957.1467,10900.69395,10861.5091,10812.362,10765.8715,10219.9402,8515.06715,8173.69404999999,6294.14954999997,6005.90845,5811.3125
"Minorca","Balearic",714.625400000009,714.625400000009,714.625400000009,714.625400000009,714.625400000009,716.61785000001,718.610300000012,722.595200000009,749.825350000001,804.285650000001,913.206249999992,1078.5796,1248.602,1421.28099999999,8691.06690000001,9439.56395000003,10263.10995,10637.0264,10586.551,10765.8715,11044.15035,11127.1691,11090.64085,11044.15035,11003.6372,10957.1467,10900.69395,10861.5091,10812.362,10765.8715,10219.9402,8515.06715,8173.69404999999,1473.74884999999,1400.0282,1332.2849
"Anacapa","California Channel",7.16100000000028,7.16100000000028,7.16100000000028,7.16100000000028,7.16100000000028,7.16100000000028,7.16100000000028,7.16100000000028,7.16100000000028,7.87709999999942,15.7541999999985,1146.47609999998,1252.45889999999,1389.234,1666.36470000002,1997.2029,2246.40569999999,2314.4352,2307.9903,2330.9055,2388.19350000002,2398.21890000001,2393.92230000001,2388.19350000002,2380.31640000002,2371.00710000002,2362.41390000001,2352.38850000001,2338.7826,2330.9055,2236.38029999998,1588.30980000002,1500.94560000002,1425.7551,1372.7637,1329.08159999999
"San Clemente","California Channel",163.986899999982,163.986899999982,163.986899999982,163.986899999982,163.986899999982,164.702999999982,165.419099999982,168.283499999987,176.160600000001,187.618199999999,204.08850000001,226.287600000006,237.745200000001,252.067199999988,285.723899999978,325.109399999981,354.469499999999,362.346600000002,360.914400000004,364.494900000003,368.075399999999,370.223699999994,369.507599999995,368.075399999999,367.3593,366.643199999998,366.643199999998,366.643199999998,365.211000000003,364.494900000003,353.037299999998,275.698499999979,265.673099999989,255.647699999989,251.351099999987,247.770599999992
"San Miguel","California Channel",52.991399999998,52.991399999998,52.991399999998,54.423599999998,54.423599999998,55.139699999998,56.5718999999997,58.7201999999989,65.1651000000045,87.3642000000011,956.709599999983,1146.47609999998,1252.45889999999,1389.234,1666.36470000002,1997.2029,2246.40569999999,2314.4352,2307.9903,2330.9055,2388.19350000002,2398.21890000001,2393.92230000001,2388.19350000002,2380.31640000002,2371.00710000002,2362.41390000001,2352.38850000001,2338.7826,2330.9055,2236.38029999998,1588.30980000002,1500.94560000002,1425.7551,1372.7637,1329.08159999999
"San Nicolas","California Channel",68.0294999999987,68.0294999999987,68.0294999999987,70.8938999999977,70.8938999999977,70.8938999999977,71.6099999999957,74.4743999999957,85.9319999999958,121.736999999995,163.270800000005,232.016400000006,282.859499999995,331.554299999995,431.092199999994,563.570700000003,794.154900000003,860.752199999995,850.726799999993,880.086899999997,915.175799999988,918.756299999988,917.32409999999,915.175799999988,910.163099999988,900.853799999996,897.273299999996,891.544499999997,887.964000000001,880.086899999997,779.832899999991,400.299899999984,375.23639999998,349.456799999994,327.973799999995,310.787399999996
"Santa Barbara","California Channel",3.58050000000158,3.58050000000158,3.58050000000158,3.58050000000158,3.58050000000158,3.58050000000158,5.01270000000086,7.16100000000208,9.3092999999995,12.1736999999958,17.1863999999955,23.6313000000005,30.7922999999988,33.6567000000006,44.3982000000009,63.0167999999993,76.6226999999983,79.4871000000005,79.4871000000005,83.0675999999996,85.9319999999998,87.3642000000012,86.6480999999998,85.9319999999998,85.9319999999998,85.2159000000015,85.2159000000015,84.4997999999972,83.7836999999984,83.0675999999996,75.9065999999936,42.9660000000059,38.6693999999956,37.2371999999991,32.940600000001,31.5083999999983
"Santa Catalina","California Channel",219.126600000001,219.126600000001,219.126600000001,219.126600000001,219.126600000001,219.842700000001,220.558800000001,222.707100000006,227.719800000006,231.30030000001,243.474000000002,249.918900000006,262.092600000017,282.85950000001,311.50350000001,330.838200000009,360.1983,368.791499999994,366.643199999998,371.655899999993,378.100799999992,378.100799999992,378.100799999992,378.100799999992,377.384699999992,375.95249999999,373.80419999999,373.80419999999,372.371999999992,371.655899999993,359.4822,307.206900000018,297.181500000021,288.58830000001,280.711200000012,276.414600000014
"Santa Cruz","California Channel",287.156099999998,287.156099999998,287.156099999998,290.020499999992,290.020499999992,290.736599999991,291.45269999999,293.600999999992,298.613699999991,320.8128,956.709599999983,1146.47609999998,1252.45889999999,1389.234,1666.36470000002,1997.2029,2246.40569999999,2314.4352,2307.9903,2330.9055,2388.19350000002,2398.21890000001,2393.92230000001,2388.19350000002,2380.31640000002,2371.00710000002,2362.41390000001,2352.38850000001,2338.7826,2330.9055,2236.38029999998,1588.30980000002,1500.94560000002,1425.7551,1372.7637,1329.08159999999
"Santa Rosa","California Channel",243.473999999998,243.473999999998,243.473999999998,244.190099999997,244.190099999997,246.338399999999,247.770600000001,254.931599999996,283.575599999998,380.965200000003,956.709599999983,1146.47609999998,1252.45889999999,1389.234,1666.36470000002,1997.2029,2246.40569999999,2314.4352,2307.9903,2330.9055,2388.19350000002,2398.21890000001,2393.92230000001,2388.19350000002,2380.31640000002,2371.00710000002,2362.41390000001,2352.38850000001,2338.7826,2330.9055,2236.38029999998,1588.30980000002,1500.94560000002,1425.7551,1372.7637,1329.08159999999
"Fuerteventura","Canaries",1727.984412,1727.984412,1727.984412,1737.04330800001,1737.04330800001,1753.651284,1764.974904,1793.661408,1866.887484,3092.85807600001,3547.31269200001,3927.78632399999,4082.542464,4280.32835999999,4541.52652799999,4736.29279199998,4918.980528,5006.54985599999,4994.47132799999,5053.35415199999,5146.20783599999,5168.10016799998,5154.51182399998,5146.20783599999,5122.80568799999,5112.23697599999,5099.40353999999,5078.266116,5066.94249599999,5053.35415199999,4903.88236799999,4466.79063599999,4382.995848,4318.828668,4264.475292,4219.180812
"Gran Canaria","Canaries",1637.39545200001,1637.39545200001,1637.39545200001,1645.69944000001,1645.69944000001,1650.98379600001,1654.758336,1663.06232400001,1714.39606800001,1811.02429200001,1931.809572,2048.065404,2151.4878,2254.15528799999,2402.117256,2499.50038799999,2557.628304,2573.481372,2569.706832,2581.030452,2598.393336,2602.922784,2601.412968,2598.393336,2596.128612,2595.373704,2591.599164,2588.579532,2585.5599,2581.030452,2553.098856,2380.979832,2337.950076,2282.086884,2240.56694399999,2206.59608399999
"Hierro","Canaries",296.678843999998,296.678843999998,296.678843999998,297.433751999998,297.433751999998,298.188659999999,298.188659999999,298.943567999998,308.757371999997,314.796635999997,320.080991999996,326.120255999995,330.649703999994,331.404611999995,352.542035999997,364.620563999996,375.189275999996,380.473631999997,380.473631999997,382.738355999996,384.248171999996,385.757987999995,385.757987999995,384.248171999996,384.248171999996,384.248171999996,384.248171999996,383.493263999996,382.738355999996,382.738355999996,374.434367999996,338.953691999997,336.688967999997,333.669335999996,331.404611999995,331.404611999995
"La Gomera","Canaries",405.385596000001,405.385596000001,405.385596000001,406.895412000001,406.895412000001,407.65032,409.160136,409.915044000001,418.973940000001,429.542652000002,447.660444000002,493.709831999997,513.337440000001,549.573024000003,594.112596000003,659.034684000004,766.986528000002,791.143584000002,782.839596000002,797.937756000002,813.035916000003,821.339904000003,815.300640000002,813.035916000003,810.771192000002,806.996652000001,804.731928000002,802.467204000002,800.957388000003,797.937756000002,763.966896000001,588.073332000002,572.975172000003,560.896644000002,548.063208000002,537.494496000004
"La Palma","Canaries",758.682539999996,758.682539999996,758.682539999996,758.682539999996,758.682539999996,760.947263999997,762.457079999996,763.966895999995,770.006159999995,782.084687999992,791.143583999993,800.202479999993,810.016283999991,816.810455999993,828.888983999994,840.967511999994,857.575487999996,868.144199999995,867.389291999996,874.183463999996,880.977635999996,881.732543999996,881.732543999996,880.977635999996,880.977635999996,879.467819999996,879.467819999996,876.448187999996,875.693279999996,874.183463999996,856.820579999995,828.888983999994,825.114443999993,818.320271999993,816.810455999993,815.300639999992
"Lanzarote","Canaries",850.781316000004,850.781316000004,850.781316000004,854.555856000005,854.555856000005,903.624876000005,908.909232000004,915.703404000004,970.056780000002,3092.85807600001,3547.31269200001,3927.78632399999,4082.542464,4280.32835999999,4541.52652799999,4736.29279199998,4918.980528,5006.54985599999,4994.47132799999,5053.35415199999,5146.20783599999,5168.10016799998,5154.51182399998,5146.20783599999,5122.80568799999,5112.23697599999,5099.40353999999,5078.266116,5066.94249599999,5053.35415199999,4903.88236799999,4466.79063599999,4382.995848,4318.828668,4264.475292,4219.180812
"Tenerife","Canaries",2120.536572,2120.536572,2120.536572,2128.84056,2128.84056,2137.144548,2143.93872,2155.26234,2188.478292,2254.155288,2305.489032,2348.518788,2376.45038400001,2401.362348,2439.862656,2472.3237,2512.333824,2529.696708,2528.186892,2531.206524,2544.03996,2547.059592,2545.549776,2544.03996,2540.26542,2536.49088,2533.471248,2532.71634,2531.206524,2531.206524,2510.0691,2432.313576,2419.48014,2405.891796,2396.8329,2387.019096
"Boa Vista","Cape Verde",644.780415999999,644.780415999999,644.780415999999,651.359807999999,651.359807999999,661.228895999999,685.901615999997,701.527671999997,820.779151999998,996.777888000001,1162.907536,1366.046264,1452.400784,1567.54014399999,2365.291424,2554.44894399999,2700.840416,2746.89615999999,2737.84949599999,2765.811912,2796.2416,2805.288264,2802.820992,2796.2416,2790.484632,2783.082816,2778.970696,2775.681,2769.924032,2765.811912,2694.261024,2303.609624,2132.545432,1609.483768,1553.55893599999,1491.054712
"Brava","Cape Verde",72.3733119999966,72.3733119999966,72.3733119999966,73.1957359999961,73.1957359999961,74.0181599999968,100.335727999997,105.270271999998,120.073903999997,122.541175999996,125.008447999994,129.120567999996,131.587839999996,134.877535999997,137.344807999997,141.456927999998,145.569047999996,147.213895999996,147.213895999996,147.213895999996,149.681167999996,150.503591999996,150.503591999996,149.681167999996,149.681167999996,149.681167999996,149.681167999996,148.858743999997,148.036319999996,147.213895999996,145.569047999996,137.344807999997,137.344807999997,134.877535999997,134.877535999997,134.055111999997
"Fogo","Cape Verde",493.454400000004,493.454400000004,493.454400000004,495.099248000004,495.099248000004,497.566520000003,501.678640000004,503.323488000004,507.435608000005,516.482272000003,524.706512000005,531.285904000005,537.042872000004,539.510144000004,546.911960000003,550.201656000003,561.715592000002,563.360440000002,563.360440000002,563.360440000002,565.005288000003,565.005288000003,565.005288000003,565.005288000003,565.005288000003,565.005288000003,564.182864000002,563.360440000002,563.360440000002,563.360440000002,561.715592000002,546.911960000003,544.444688000004,541.977416000003,539.510144000004,539.510144000004
"Maio","Cape Verde",264.820527999993,264.820527999993,264.820527999993,269.755071999994,269.755071999994,282.091431999993,313.343543999994,320.745359999993,344.595655999996,404.632607999992,565.005287999997,680.967071999999,708.107063999999,738.536751999997,780.480375999996,814.199759999995,838.872479999997,849.563991999997,847.919143999997,853.676111999996,858.610655999997,863.545199999996,861.900351999996,858.610655999997,857.788231999997,856.965807999996,856.143383999996,855.320959999996,855.320959999996,853.676111999996,838.050055999997,770.611287999994,761.564623999995,750.050687999997,735.247055999998,727.022815999998
"Sal","Cape Verde",233.568416000004,233.568416000004,233.568416000004,237.680536000004,237.680536000004,245.904776000005,254.951440000004,262.353256000005,308.409000000012,351.175048000006,378.315040000004,398.053216000005,407.922304000003,420.258664000005,437.529568000005,449.043504000006,464.669560000007,468.781680000007,467.136832000007,473.71622400001,480.295616000009,484.407736000008,481.940464000008,480.295616000009,478.650768000009,477.828344000009,477.005920000009,476.183496000009,476.183496000009,473.71622400001,463.847136000007,432.595024000005,429.305328000005,423.548360000005,417.791392000005,413.679272000004
"Santa Luzia","Cape Verde",40.2987760000004,40.2987760000004,40.2987760000004,42.7660479999987,42.7660479999987,42.7660479999987,44.4108959999991,46.0557439999989,52.6351359999989,473.716223999993,560.070743999994,625.864663999996,663.696167999999,689.191311999999,736.06948,777.190679999997,812.554911999999,831.470663999998,829.825815999999,842.162175999995,849.563991999996,854.498535999996,852.853687999995,849.563991999996,848.741567999996,848.741567999996,847.096719999996,845.451871999996,844.629447999996,842.162175999995,810.087639999999,727.022816,713.041608,695.770703999999,685.901615999999,678.499799999999
"Santiago","Cape Verde",1038.721512,1038.721512,1038.721512,1040.36636,1040.36636,1043.656056,1053.52514400001,1059.28211200001,1072.440896,1085.59968,1105.337856,1118.49664000001,1124.25360800001,1130.83300000001,1143.16936000001,1154.68329600001,1174.42147200001,1176.06632000001,1176.06632000001,1178.53359200001,1188.40268000001,1189.22510400001,1189.22510400001,1188.40268000001,1186.75783200001,1183.46813600001,1182.64571200001,1182.64571200001,1181.00086400001,1178.53359200001,1172.77662400001,1139.87966400001,1134.94512000001,1133.30027200001,1130.83300000001,1128.36572800001
"Santo Antao","Cape Verde",830.648239999995,830.648239999995,830.648239999995,836.405207999997,836.405207999997,839.694903999997,842.984599999997,852.853687999996,869.302167999995,884.928223999995,912.068215999997,928.516695999998,943.320327999998,954.011839999999,971.282743999998,990.198495999999,1002.534856,1009.936672,1009.936672,1011.58152,1018.983336,1021.450608,1021.450608,1018.983336,1017.338488,1017.338488,1014.871216,1014.048792,1014.048792,1011.58152,1001.712432,968.815471999997,963.880928,958.12396,951.544567999999,944.965175999998
"Sao Nicolau","Cape Verde",373.380496000002,373.380496000002,373.380496000002,378.315040000002,378.315040000002,382.42716,383.249584000001,388.184128000002,395.585944000002,411.212000000002,421.903512000004,428.482904000005,441.641688000003,449.043504000005,461.379864000005,497.566520000008,518.949544000007,523.884088000006,523.061664000006,527.996208000005,537.042872000002,537.865296000003,537.042872000002,537.042872000002,535.398024000002,533.753176000003,533.753176000003,532.108328000004,530.463480000004,527.996208000005,515.659848000009,456.445320000006,453.978048000006,450.688352000005,448.221080000005,447.398656000004
"Sao Vicente","Cape Verde",255.773864,255.773864,255.773864,258.241136,258.241136,263.998103999999,267.287799999998,268.110223999997,283.736279999997,473.716223999993,560.070743999994,625.864663999996,663.696167999999,689.191311999999,736.06948,777.190679999997,812.554911999999,831.470663999998,829.825815999999,842.162175999995,849.563991999996,854.498535999996,852.853687999995,849.563991999996,848.741567999996,848.741567999996,847.096719999996,845.451871999996,844.629447999996,842.162175999995,810.087639999999,727.022816,713.041608,695.770703999999,685.901615999999,678.499799999999
"Anjouan","Comoros",480.009795999987,480.009795999987,480.009795999987,487.536081999988,487.536081999988,500.91614599999,522.65874999999,533.530051999988,547.746369999988,571.161481999989,595.412847999996,623.009229999999,648.09685,661.476913999999,681.54701,697.435836000002,714.160915999997,723.359710000001,720.850948000002,727.540980000002,735.067265999998,738.412281999998,736.739773999998,735.067265999998,735.067265999998,733.394757999998,731.722249999999,729.213488000001,729.213488000001,727.540980000002,710.815899999999,676.529486,669.839454,665.658183999998,661.476913999999,658.131898
"Grande Comore","Comoros",1048.66251600001,1048.66251600001,1048.66251600001,1055.352548,1055.352548,1065.387596,1072.91388200001,1078.76766,1097.165248,1122.25286800001,1143.15921800001,1164.06556800001,1186.644426,1202.53325199999,1216.74957,1237.65592,1262.74354000001,1271.94233400001,1271.10608000001,1272.77858800001,1279.46862000001,1281.14112800001,1279.46862000001,1279.46862000001,1277.79611200001,1276.12360400001,1276.12360400001,1276.12360400001,1275.28735000001,1272.77858800001,1261.07103200001,1215.913316,1212.5683,1205.042014,1201.696998,1198.351982
"Mayotte","Comoros",430.670810000003,430.670810000003,430.670810000003,437.360842000003,437.360842000003,456.594684000003,579.524022,626.354246,1106.36404200001,1315.427542,1713.484446,1759.478416,1779.548512,1802.96362400001,1829.723752,1849.793848,1883.244008,1893.279056,1892.442802,1896.624072,1907.495374,1908.331628,1907.495374,1907.495374,1905.822866,1904.150358,1902.47785,1899.132834,1898.29658,1896.624072,1881.5715,1823.03372,1818.85245,1807.144894,1798.78235400001,1793.76483
"Moheli","Comoros",239.168643999999,239.168643999999,239.168643999999,240.841152,240.841152,247.531183999997,259.238739999999,263.420009999998,306.905218000001,551.927640000001,731.722250000006,793.605046,816.183904000004,872.212922000006,896.464288000002,919.8794,935.768226,942.458257999999,942.458257999999,948.312036,955.002068,959.183338000001,957.51083,955.002068,954.165814,954.165814,952.493306000002,951.657052000001,950.820798,948.312036,934.931972000001,889.774256000002,883.084224000004,876.394192000007,870.540414000004,832.072730000005
"Aitutaki","Cook",16.8632100000101,16.8632100000101,16.8632100000101,16.8632100000101,16.8632100000101,16.8632100000101,16.8632100000101,19.2722400000036,20.0752500000036,22.4842800000006,28.9083600000002,28.9083600000002,29.7113699999966,33.7264199999961,93.1491600000045,142.132769999997,144.541799999997,148.55685,148.55685,149.359859999997,150.162869999997,150.162869999997,150.162869999997,150.162869999997,150.162869999997,150.162869999997,150.162869999997,149.359859999997,149.359859999997,149.359859999997,144.541799999997,92.3461500000047,92.3461500000047,89.9371200000049,33.7264199999961,32.1203999999962
"Atiu","Cook",28.9083600000013,28.9083600000013,28.9083600000013,28.9083600000013,28.9083600000013,28.9083600000013,28.9083600000013,29.7113700000026,32.923410000003,33.7264200000026,34.529430000003,36.1354500000055,39.3474900000034,41.756520000003,41.756520000003,42.559530000003,44.1655500000034,45.7715700000038,44.9685600000034,45.7715700000038,45.7715700000038,46.5745800000042,46.5745800000042,45.7715700000038,45.7715700000038,45.7715700000038,45.7715700000038,45.7715700000038,45.7715700000038,45.7715700000038,44.1655500000034,41.756520000003,41.756520000003,41.756520000003,41.756520000003,41.756520000003
"Mangaia","Cook",43.3625400000004,43.3625400000004,43.3625400000004,43.3625400000004,43.3625400000004,44.16555,44.16555,44.16555,44.16555,44.96856,45.7715699999996,48.1805999999979,49.7866199999992,50.5896299999996,52.9986599999975,53.8016699999979,55.4076899999953,57.013709999994,57.013709999994,57.8167199999936,58.6197299999932,59.4227399999928,58.6197299999932,58.6197299999932,57.8167199999936,57.8167199999936,57.8167199999936,57.8167199999936,57.8167199999936,57.8167199999936,55.4076899999953,52.1956499999971,51.3926399999992,50.5896299999996,50.5896299999996,50.5896299999996
"Mauke","Cook",16.8632099999992,16.8632099999992,16.8632099999992,16.8632099999992,16.8632099999992,16.8632099999992,16.8632099999992,16.8632099999992,21.681270000003,24.0903000000026,25.6963200000022,28.9083600000026,29.7113700000026,29.7113700000026,32.9234100000038,36.1354500000021,37.7414700000017,37.7414700000017,37.7414700000017,38.54448,38.54448,38.54448,38.54448,38.54448,38.54448,38.54448,38.54448,38.54448,38.54448,38.54448,37.7414700000017,32.1204000000034,31.3173900000034,29.7113700000026,29.7113700000026,29.7113700000026
"Mitiaro","Cook",24.0902999999971,24.0902999999971,24.0902999999971,24.8933099999971,24.8933099999971,28.9083599999971,30.5143799999971,30.5143799999971,35.3324399999988,40.9535099999979,44.9685599999971,48.9836099999975,50.5896299999975,52.9986599999971,57.0137099999937,61.8317699999975,63.4377899999992,63.4377899999992,63.4377899999992,63.4377899999992,64.2407999999975,64.2407999999975,64.2407999999975,64.2407999999975,64.2407999999975,64.2407999999975,64.2407999999975,63.4377899999992,63.4377899999992,63.4377899999992,63.4377899999992,55.4076899999954,54.6046799999958,52.9986599999971,52.9986599999971,52.1956499999971
"Rarotonga","Cook",70.6648799999968,70.6648799999968,70.6648799999968,70.6648799999968,70.6648799999968,72.2708999999976,72.2708999999976,75.4829399999967,77.0889599999992,81.9070199999979,84.3160499999991,86.7250799999987,89.9371199999987,95.5581900000012,103.588290000004,110.012370000005,110.012370000005,110.815380000003,110.815380000003,111.618390000002,113.224410000002,114.830429999999,113.224410000002,113.224410000002,113.224410000002,113.224410000002,113.224410000002,112.421400000002,111.618390000002,111.618390000002,110.012370000005,101.982270000001,100.376250000001,96.3611999999995,94.7551799999995,93.1491599999991
"Apotres","Crozet",2.9770899999982,2.9770899999982,2.9770899999982,3.57250799999837,3.57250799999837,3.57250799999837,3.57250799999837,3.57250799999837,6.54959799999974,7.74043399999957,12.5037779999985,50.0151120000014,74.4272499999979,101.816477999998,205.419210000001,258.411412000005,1686.81919400001,1786.25400000001,1773.15480400001,1826.74242400001,2134.57353,2165.535266,2151.245234,2134.57353,2116.115572,2092.298852,2075.62714800001,1858.29957800001,1844.00954600001,1826.74242400001,1674.91083400001,194.106267999999,175.052891999997,160.167441999993,97.6485519999993,88.7172820000002
"Cochons","Crozet",79.190594000004,79.190594000004,79.190594000004,79.7860120000041,79.7860120000041,80.3814300000039,80.9768480000029,82.763102000002,86.3356099999997,92.8852080000006,95.8622980000002,105.984403999999,111.343165999999,117.892763999998,129.205705999995,142.304901999999,167.312458000001,188.152088000002,184.579580000004,193.510850000001,2134.57353,2165.535266,2151.245234,2134.57353,2116.115572,2092.298852,2075.62714800001,200.060447999998,197.083358000001,193.510850000001,163.739950000001,126.228615999998,122.656107999999,120.274435999998,117.297345999998,114.915673999999
"Lest","Crozet",141.709483999996,141.709483999996,141.709483999996,141.709483999996,141.709483999996,142.900319999997,144.686573999997,145.877409999997,147.068245999995,148.259081999997,150.640753999997,153.022425999996,159.572023999995,161.953695999997,164.335367999998,175.648309999999,182.793326000002,186.365834000001,186.365834000001,188.747506,193.51085,193.51085,193.51085,193.51085,192.320013999999,191.724596,190.53376,190.53376,189.342924000001,188.747506,182.197908000003,164.335367999998,163.144531999998,161.953695999997,161.953695999997,160.167441999995
"Pingouins","Crozet",8.33585199999871,8.33585199999871,8.33585199999871,8.33585199999871,8.33585199999871,10.1221059999989,10.1221059999989,10.1221059999989,133.373631999994,159.572023999998,181.602490000002,207.800882000002,218.518406000004,279.846460000007,315.571540000009,344.151604000005,370.349996000006,384.640028000004,382.258356000004,390.594208000005,401.311732000004,404.288822000007,403.097986000006,401.311732000004,399.525478000002,398.930060000003,396.548388000004,395.357552000005,391.785044000004,390.594208000005,369.159160000005,309.021942000007,300.686090000008,290.563984000006,278.655624000007,223.281750000002
"Possession","Crozet",163.144532,163.144532,163.144532,163.73995,163.73995,163.73995,163.73995,163.73995,166.717040000003,167.312458000003,167.312458000003,167.907876000003,168.503294000003,170.289548000001,171.480384000002,173.266638000001,173.862056000001,174.457474000001,174.457474000001,174.457474000001,174.457474000001,174.457474000001,174.457474000001,174.457474000001,174.457474000001,174.457474000001,174.457474000001,174.457474000001,174.457474000001,174.457474000001,173.862056000001,171.480384000002,170.884966000001,170.884966000001,170.289548000001,169.694130000002
"Aruba","Dutch Caribbean",189.620364000002,189.620364000002,189.620364000002,192.961692000001,192.961692000001,193.797024000002,196.303020000004,198.809016000006,213.009660000003,238.904952000003,272.318232000002,290.695536,308.237508000003,317.426160000002,331.626804000006,344.992116000005,362.534088000002,370.887407999998,370.052075999999,374.228735999998,380.911392,381.746724000001,381.746724000001,380.911392,380.076059999999,378.405396,377.570063999999,375.899399999997,375.064067999997,374.228735999998,360.028092000002,329.956140000007,324.108816000006,319.096824000002,317.426160000002,314.084832000003
"Bonaire","Dutch Caribbean",274.824228000007,274.824228000007,274.824228000007,279.000888000007,279.000888000007,283.177548000006,286.518876000006,290.695536000005,302.390184000004,317.426160000002,338.309460000003,359.192760000006,372.558072000007,384.252720000007,396.782700000004,412.65400800001,434.372640000008,447.737952000007,446.067288000007,448.573284000006,456.091272000006,456.926604000006,456.091272000006,456.091272000006,455.255940000004,455.255940000004,452.749944000006,450.243948000006,449.408616000006,448.573284000006,432.701976000009,395.947368000004,387.594048000005,386.758716000006,382.582056000006,378.405396000006
"Curacao","Dutch Caribbean",454.420607999995,454.420607999995,454.420607999995,455.255939999995,455.255939999995,461.103263999994,462.773927999993,466.950587999993,474.46857599999,481.98656399999,488.669219999988,502.034531999992,509.552519999993,517.905839999994,527.929823999995,537.953807999993,556.331111999997,559.67244,559.67244,561.343104000001,563.013768000001,566.355095999999,564.684432,563.013768000001,563.013768000001,562.178436000002,562.178436000002,561.343104000001,561.343104000001,561.343104000001,555.495779999997,525.423827999995,523.753163999994,522.917831999993,516.235175999994,512.058515999994
"Espanola","Galapagos",67.520351999995,67.520351999995,67.520351999995,68.3750399999933,68.3750399999933,69.2297279999934,70.0844159999934,70.9391039999951,77.7766079999983,82.050047999998,87.1781759999999,99.9984960000033,108.545376,113.673503999995,125.639135999998,139.314144,160.681344000012,170.93760000001,170.93760000001,176.065728000004,185.467295999997,187.176671999993,187.176671999993,185.467295999997,184.612607999995,182.903231999998,182.903231999998,179.48448,177.775104000004,176.065728000004,159.826656000012,122.220384,121.365695999998,118.801631999998,112.818815999997,110.254751999996
