"curve","year","ind","values","area_km","area_km_e","archipelago"
-87,-28000,"AP0000024",935791787.656677,935.791787656677,16025.3572319192,"Aldabra_Group"
-84,-29000,"AP0000025",933051833.940357,933.051833940357,16025.3572319192,"Aldabra_Group"
-81,-30000,"AP0000026",929467771.875232,929.467771875232,16025.3572319192,"Aldabra_Group"
-79,-31000,"AP0000027",927148827.941485,927.148827941485,16025.3572319192,"Aldabra_Group"
-76,-32000,"AP0000010",922722235.70522,922.72223570522,16025.3572319192,"Aldabra_Group"
-75,-33000,"AP0000028",922089899.187971,922.089899187971,16025.3572319192,"Aldabra_Group"
-73,-34000,"AP0000029",919770982.51155,919.77098251155,16025.3572319192,"Aldabra_Group"
-72,-35000,"AP0000030",918717173.593904,918.717173593904,16025.3572319192,"Aldabra_Group"
-72,-36000,"AP0000030",918717173.593904,918.717173593904,16025.3572319192,"Aldabra_Group"
-72,-37000,"AP0000030",918717173.593904,918.717173593904,16025.3572319192,"Aldabra_Group"
